id,title,description,link,image_link,additional_image_link,availability,price,sale_price,condition,brand,gtin,mpn,identifier_exists,google_product_category,product_type,category,shipping,shipping_weight,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
29mm-sliding-7x7-nomesh,29mm Premium Sliding Window 7×7 ft Without Mesh · 8mm Clear Tuff | Woodenmax,Premium series · Without mesh · 8mm clear tuff · Standard powder coat. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/aluminium-windows/aluminium-sliding-window,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,51359.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > aluminium-windows,aluminium-windows,IN::Standard:0.00 INR,,aluminium-windows,luxury,package,standard-size-package,2026
fold-sliding-window-system-18x7-std,Fold & Sliding Window System 18×7 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,257400.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-20x7-std,Fold & Sliding Window System 20×7 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,280500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-6x8-std,Fold & Sliding Window System 6×8 ft · 2+1 fold set | Woodenmax,2+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,106700.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-7x8-std,Fold & Sliding Window System 7×8 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,125400.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-8x8-std,Fold & Sliding Window System 8×8 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,138600.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-9x8-std,Fold & Sliding Window System 9×8 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,157300.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-10x8-std,Fold & Sliding Window System 10×8 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,170500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-12x8-std,Fold & Sliding Window System 12×8 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,191400.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-14x8-std,Fold & Sliding Window System 14×8 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,228800.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-15x8-std,Fold & Sliding Window System 15×8 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,242000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-18x8-std,Fold & Sliding Window System 18×8 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,287100.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-20x8-std,Fold & Sliding Window System 20×8 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,313500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-6x9-std,Fold & Sliding Window System 6×9 ft · 2+1 fold set | Woodenmax,2+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,116600.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-7x9-std,Fold & Sliding Window System 7×9 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,136950.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-8x9-std,Fold & Sliding Window System 8×9 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,151800.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-9x9-std,Fold & Sliding Window System 9×9 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,172150.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-10x9-std,Fold & Sliding Window System 10×9 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,187000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-12x9-std,Fold & Sliding Window System 12×9 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,211200.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-14x9-std,Fold & Sliding Window System 14×9 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,251900.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-15x9-std,Fold & Sliding Window System 15×9 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,266750.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-18x9-std,Fold & Sliding Window System 18×9 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,316800.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-20x9-std,Fold & Sliding Window System 20×9 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,346500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-6x10-std,Fold & Sliding Window System 6×10 ft · 2+1 fold set | Woodenmax,2+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,126500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-7x10-std,Fold & Sliding Window System 7×10 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,148500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-8x10-std,Fold & Sliding Window System 8×10 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,165000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-9x10-std,Fold & Sliding Window System 9×10 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,187000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-10x10-std,Fold & Sliding Window System 10×10 ft · 2+2 fold set | Woodenmax,2+2 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,203500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-12x10-std,Fold & Sliding Window System 12×10 ft · 3+1 fold set | Woodenmax,3+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,231000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-14x10-std,Fold & Sliding Window System 14×10 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,275000.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-15x10-std,Fold & Sliding Window System 15×10 ft · 3+3 fold set | Woodenmax,3+3 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,291500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-18x10-std,Fold & Sliding Window System 18×10 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,346500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
fold-sliding-window-system-20x10-std,Fold & Sliding Window System 20×10 ft · 5+1 fold set | Woodenmax,5+1 hardware (live rates incl. +10% hardware) · 8mm clear tuff · Frame + glass + set. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/folding-systems/fold-sliding-window-system,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,379500.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > folding-systems,folding-systems,IN::Standard:0.00 INR,,folding-systems,luxury,package,standard-size-package,2026
wooden-finish-aluminium-louvers-8x10-std,Wooden Finish Aluminium Louvers 8×10 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/wooden-finish-aluminium-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,45760.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
wooden-finish-aluminium-louvers-10x12-std,Wooden Finish Aluminium Louvers 10×12 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/wooden-finish-aluminium-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,68640.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
wooden-finish-aluminium-louvers-12x14-std,Wooden Finish Aluminium Louvers 12×14 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/wooden-finish-aluminium-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,96096.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
wooden-finish-aluminium-louvers-15x18-std,Wooden Finish Aluminium Louvers 15×18 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/wooden-finish-aluminium-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,154440.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
wooden-finish-aluminium-louvers-20x24-std,Wooden Finish Aluminium Louvers 20×24 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/wooden-finish-aluminium-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,274560.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
curved-architectural-louvers-6x8-std,Architectural Curved Aluminium Louvers 6×8 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/curved-architectural-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,29938.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
curved-architectural-louvers-8x10-std,Architectural Curved Aluminium Louvers 8×10 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/curved-architectural-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,49896.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
curved-architectural-louvers-10x12-std,Architectural Curved Aluminium Louvers 10×12 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/curved-architectural-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,74844.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
curved-architectural-louvers-12x16-std,Architectural Curved Aluminium Louvers 12×16 ft Package | Woodenmax,Live calculator rate · Wooden / powder coat options in calculator. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/curved-architectural-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,119750.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
ceiling-pergola-louvers-10x10-cl9,Ceiling Aluminium Louvers Pergola 10×10 ft · 9 ft clearance | Woodenmax,25×75 ceiling louver pergola · 9 ft standard clearance · Live calculator rate. Live package rate from WoodenMax calculator. GST 18% extra. Hyderabad factory. India-wide supply. Configure custom sizes on product page.,https://woodenmax.in/products/metal-louvers/ceiling-pergola-louvers,https://woodenmax.in/images/products/Window%20Price%20Per%20Sqft/sliding-window-price-range-india-1200.webp,,in stock,60940.00 INR,,new,Woodenmax,,,no,Hardware > Building Materials,Home & Garden > metal-louvers,metal-louvers,IN::Standard:0.00 INR,,metal-louvers,luxury,package,standard-size-package,2026
